"mutual_SCL_cases","mutual_CL_cases","mutual_SCL_cases_icovid","mutual_SCL_deaths","mutual_CL_deaths"
1.82629916184949,2.23611092876499,1.82629916184949,2.11362840472403,2.30291107061611
1.01032156176927,1.20964510418464,1.01032156176927,1.16254066239286,1.1701669710534
0.914258881939589,1.04034097241118,0.914258881939589,1.1696768891527,1.16251623081183
0.875486165519945,0.949443245438846,0.875486165519945,1.14264899944356,1.1776380261148
0.839219256296478,0.943150219424191,0.839219256296478,1.07296744990363,1.1409014394833
0.845593991502159,0.956156736564554,0.845593991502159,1.09398410674577,1.09765260424773
0.863005220113234,1.06870830264823,0.863005220113234,1.03559407422853,1.0784892176137
0.910329809047294,1.10985458145537,0.910329809047294,1.06008368440264,1.11024633602524
0.817968590669621,0.998268547000963,0.817968590669621,1.05000108236625,1.06197777292386
0.755528607777909,0.833747310178488,0.755528607777909,0.995311956341324,1.05220630779311
0.752216324442212,0.824380946695793,0.752216324442212,0.961383601380598,1.06798975515392
0.720545308334039,0.783756904024517,0.720545308334039,1.00834837027707,1.01819143856081
0.691784430586611,0.806386544421685,0.691784430586611,0.983266447420795,1.00547923185951
0.750492763908071,0.87175518021313,0.750492763908071,0.966814026926905,1.02917084925381
0.759707152367834,0.925699503223078,0.759707152367834,0.981028644652911,1.02240046259145
0.715709416373877,0.832502833300742,0.715709416373877,0.942854407068326,0.984672194941737
0.646035163079089,0.827559169331132,0.646035163079089,0.931900580413157,1.00706535654182
0.629007518533106,0.73298291170213,0.629007518533106,0.931086469288316,1.01150027599954
0.632379423764476,0.716330211246518,0.632379423764476,0.928597260781739,0.975384154303863
0.647842032518056,0.714573832078171,0.647842032518056,0.917616670699845,0.971835023016308
0.645848650175752,0.773297015962743,0.645848650175752,0.92133075879408,0.988912438311716
0.654664990036953,0.793191698778263,0.654664990036953,0.926821403140746,0.98195679882334
0.577999151913426,0.750649141183948,0.577999151913426,0.930027193333285,0.934177794289857
0.558232980495211,0.67717081223666,0.558232980495211,0.924223078497237,0.944455551143599
0.519766892363548,0.637213318257114,0.519766892363548,0.876191888484623,0.933297559510169
0.513331717915109,0.645577648034845,0.513331717915109,0.916034299801439,0.937819194118352
0.512989148950557,0.654335255282758,0.512989148950557,0.882597470841283,0.935195536526475
0.502981415079723,0.692734090775124,0.502981415079723,0.894358124233819,0.904000619993079
0.543985721310595,0.744050948432494,0.543985721310595,0.922200536708798,0.895206064905677
0.504852288604955,0.674726932646448,0.504852288604955,0.87465765025005,0.929849709701636
0.451297212645041,0.643891658446918,0.451297212645041,0.871056306490485,0.914775966430305
0.470832235864378,0.64402257548699,0.470832235864378,0.86958748810712,0.906370469302824
0.44610268398269,0.58499308929997,0.44610268398269,0.86284895144606,0.858060680476811
0.472194777899171,0.595127810120311,0.472194777899171,0.85969372625965,0.894081050720424
0.476559031474523,0.641274572281585,0.476559031474523,0.837604433202805,0.894237268026904
0.476500829270988,0.683783088257317,0.476500829270988,0.869464619818479,0.885835193375222
0.463470804604149,0.648538266390333,0.463470804604149,0.83881212226524,0.894091403758954
0.415958349605051,0.608629285039974,0.415958349605051,0.864381709122685,0.866571776872371
0.439852219574789,0.639187236690955,0.439852219574789,0.818431489821664,0.867648924996297
0.425863440800637,0.624214955583052,0.425863440800637,0.832733506558926,0.843464939055078
0.442353266031081,0.598644596007937,0.442353266031081,0.842943030766603,0.895579019311496
