"mutual_lowest_sp_deaths","mutual_low_sp_deaths","mutual_middle_sp_deaths","mutual_high_sp_deaths","mutual_highest_sp_deaths"
2.00153109604749,2.15777559943275,2.0469782908908,1.80979109686217,1.90974947941637
0.655469229274294,0.970380485960983,0.813425902612417,0.691693979660832,0.619128224847031
0.637162078673392,0.88701092655504,0.809097280793718,0.680916883926862,0.62058733123285
0.700767558057078,0.942793820797708,0.821844292010404,0.672655733505532,0.641065418850228
0.655842979325562,0.87440515765352,0.799828803314871,0.692818059666299,0.653698566073075
0.670005455403863,0.826381669251311,0.794573643796027,0.635298012148075,0.608732922140736
0.643745763933402,0.842048271315979,0.819685913778208,0.662476691137528,0.592877786665331
0.630967752081536,0.834590722613452,0.756460036073103,0.620129497589496,0.593867834650244
0.626517935252015,0.826460299173244,0.740896083026251,0.582489842404535,0.567434810654866
0.587142619524651,0.813914970643182,0.736288937828868,0.566469050238143,0.563691092825028
0.563028333104303,0.757542862398636,0.742481075026473,0.618630614206719,0.544296106124857
0.586887331306804,0.788040148594044,0.709239748118859,0.583818217255775,0.522130224658806
0.601071966658272,0.781106293429955,0.695366521287163,0.58179923672409,0.551302077243787
0.59862533005674,0.746261561392402,0.650313743575181,0.504587326139413,0.536033468634847
0.546625316284109,0.758285783516353,0.665938284621934,0.571851468155129,0.511264591590902
0.578800349652979,0.751673438944448,0.640527259472938,0.528750707856893,0.522427677743962
0.562981115542333,0.717582423969298,0.642028251645675,0.514060365374629,0.506839412619047
0.488123883579869,0.722166379895685,0.676233760763358,0.51096853188817,0.487410864228793
0.544087602929589,0.744604976715619,0.611283896803977,0.508001171632222,0.479076085132356
0.516606036318367,0.708763589787379,0.609324175249243,0.477173962397095,0.477396158130352
0.49288620039343,0.705359160857721,0.626031951885935,0.481417892938352,0.478208935692096
0.47966644394684,0.670350300524171,0.594569099922906,0.467976253010683,0.467581277001006
0.472824634557566,0.643231146419304,0.626315265043411,0.467314304269468,0.465109567179017
0.491243276379884,0.655164856159125,0.619377637709413,0.433806721519483,0.449148878997327
0.477223932247864,0.657305804620866,0.556964475948512,0.452683688281912,0.406037563217865
0.424374582432659,0.674661605886414,0.548380419265234,0.417110374094454,0.408417721185109
0.435308070327327,0.631860053413107,0.570241702514025,0.405908525479353,0.394094074994433
0.438467086401409,0.632665288209745,0.504903220344236,0.451665678781636,0.414351632621252
0.452229895061361,0.640165827015371,0.546664072845914,0.435930439610388,0.394496242776178
0.429792320316895,0.636849500844031,0.560354987343482,0.41140609378669,0.359067917294297
0.399468986177499,0.628748797880796,0.520559914075019,0.389985016095403,0.363063369427575
0.419533646041034,0.608668071716373,0.532741766735672,0.447474770775753,0.377629231175738
0.396910739206085,0.61423536836601,0.513379369138491,0.409827317433127,0.378145933912313
0.364800129370207,0.614174601054208,0.515092008873719,0.34476377831805,0.343675235757686
0.376872333024052,0.613469818524602,0.521566248831118,0.418712485787705,0.374795286282176
0.359494521139024,0.602223362319803,0.491585779338361,0.394981332824722,0.392199561813373
0.377207056058604,0.581993251606279,0.470412553067794,0.358504667409899,0.383414779744058
0.392452413905375,0.624251478784659,0.492801121671528,0.342765236098593,0.32139073150279
0.417384380972545,0.571676981169837,0.442075863130922,0.35522713926603,0.346237389705687
0.327600504795952,0.583424338120277,0.468753872297754,0.318222664595651,0.370889982977616
0.34263302282908,0.607918524743404,0.469087756413828,0.29887265354178,0.312643698822109
