"mutual_NY_cases","mutual_NY_deaths"
1.97054411499381,0.864808801567999
1.12704156619853,0.53965684077233
1.06462392997042,0.521634785599048
0.963423701404445,0.52638950012917
0.894718039464609,0.490570192117801
0.893854183744426,0.483373307643257
0.894702503068166,0.479710689472515
0.930868288135271,0.453899629585675
0.788337830225516,0.447879109739667
0.728101630258276,0.424608239447567
0.646890055766795,0.43470574181558
0.619925382523066,0.410994297533256
0.630179088977862,0.409316572794645
0.576244185759461,0.420091612103978
0.612470063253142,0.393626327125413
0.563783102146457,0.36851655996497
0.539923727237892,0.351016392011242
0.481867152377841,0.343731605158533
0.431537113907616,0.317756264485881
0.480846369551848,0.327404098167807
0.481666002883798,0.309989463596432
0.478000232330153,0.287771234115636
0.449309594026272,0.280008885892384
0.417672843165886,0.297510013917209
0.400660957106612,0.304428121072762
0.391157717580349,0.332266815182339
0.422699660924394,0.31713200492331
0.400893881409438,0.336370611259345
0.38648223046615,0.333025516718356
0.376321295040293,0.343728735865142
0.331894075072305,0.339720304461424
0.29594630572586,0.330925614893507
0.321477877470993,0.381161607913593
0.326121142381402,0.402455901619248
0.354420094525739,0.358491041040858
0.354088608773483,0.379236371636098
0.306482008878632,0.38055278694225
0.253192384054413,0.416995017288904
0.218028819811252,0.40518746526616
0.246387811511506,0.416129825317323
0.239183364340165,0.416906170290799
