"Corr_int_SCL_cases.eps","Corr_int_SCL_cases.m1","Corr_int_SCL_cases.m2","Corr_int_SCL_cases.m3","Corr_int_SCL_cases.m4","Corr_int_SCL_cases.m5","Corr_int_SCL_cases.m6","Corr_int_CL_cases.eps","Corr_int_CL_cases.m1","Corr_int_CL_cases.m2","Corr_int_CL_cases.m3","Corr_int_CL_cases.m4","Corr_int_CL_cases.m5","Corr_int_CL_cases.m6","Corr_int_SCL_cases_icovid.eps","Corr_int_SCL_cases_icovid.m1","Corr_int_SCL_cases_icovid.m2","Corr_int_SCL_cases_icovid.m3","Corr_int_SCL_cases_icovid.m4","Corr_int_SCL_cases_icovid.m5","Corr_int_SCL_cases_icovid.m6","Corr_int_SCL_deaths.eps","Corr_int_SCL_deaths.m1","Corr_int_SCL_deaths.m2","Corr_int_SCL_deaths.m3","Corr_int_SCL_deaths.m4","Corr_int_SCL_deaths.m5","Corr_int_SCL_deaths.m6","Corr_int_CL_deaths.eps","Corr_int_CL_deaths.m1","Corr_int_CL_deaths.m2","Corr_int_CL_deaths.m3","Corr_int_CL_deaths.m4","Corr_int_CL_deaths.m5","Corr_int_CL_deaths.m6"
0.0739140167624779,0.379822365488152,0.269298035046809,0.203833887726758,0.158739412228662,0.126676039916327,0.103597270326806,0.0739149025725805,0.206104933835032,0.0990149241111064,0.0473512873631252,0.024352090643893,0.0129370481545681,0.00697585929903183,0.0739140167624779,0.387554366008699,0.277551020408163,0.21254600200736,0.167614586818334,0.135429909668786,0.112111073937772,0.073918777001535,0.218376747788512,0.130977130977131,0.0797766091883739,0.0507113448289919,0.0318372671313848,0.0199747258570788,0.0739149025725805,0.216860725481415,0.124384236453202,0.0690401552470518,0.0370950888192267,0.0183609493954322,0.00858337065233617
0.0781372467294295,0.394019409485271,0.287232948115634,0.218819656390384,0.17441102842838,0.140838791536641,0.116765543019787,0.078138209164023,0.216970363167463,0.10840062571344,0.054327146662157,0.0281993827421469,0.0151777787172874,0.00820191941825561,0.0781372467294295,0.401505520240883,0.295349615255938,0.227467380394781,0.183138173302108,0.149447975911676,0.12519237203078,0.0781424187432322,0.235049529167176,0.141331376625494,0.0872773225714402,0.05649993885288,0.03766662590192,0.0242550242550243,0.078138209164023,0.228392297357815,0.134796238244514,0.077324973876698,0.043402000298552,0.0226526347216002,0.011009105836692
0.0826017796607576,0.409896779945818,0.302081547272041,0.234285518329275,0.189088165700765,0.154932958403347,0.129933815712767,0.0826028245841934,0.225764173677758,0.117448103834609,0.0602883355176933,0.0328499556081681,0.0180104003720458,0.00976620301864457,0.0826017796607576,0.417096018735363,0.309936433589829,0.242790230846437,0.197724991635999,0.163633322181332,0.138440950150552,0.0826073949642841,0.252782193958665,0.154987566752273,0.0969385675268028,0.0635930047694754,0.0439036321389263,0.0293913823325588,0.0826028245841934,0.238431109120764,0.145096283027318,0.0860576205403792,0.0500074638005672,0.0269816390506046,0.0132855650097029
0.0873214028995793,0.423613730667673,0.316450053153184,0.251568876238812,0.204073934364391,0.169267171907685,0.143582181681012,0.0873225365962011,0.233796981355431,0.126749249566651,0.0681943093899294,0.0385151989176849,0.0215617469242802,0.0122183232570921,0.0873214028995793,0.430612244897959,0.324121779859485,0.259785881565741,0.212579458012713,0.177885580461693,0.152024088323854,0.0873274952648716,0.271574742162977,0.165382577147283,0.107211283681872,0.0713790713790714,0.0498960498960499,0.0345685051567405,0.0873225365962011,0.247760859829825,0.155881474846992,0.0962457083146738,0.058366920435886,0.03239289446186,0.0171294223018361
0.092310691557329,0.436782003360653,0.33002983436782,0.267926339974624,0.220362813346593,0.184458694832139,0.157607763794109,0.0923119207603226,0.241745233162812,0.13647317465015,0.0766498964190589,0.0455333361518623,0.026381431530884,0.0152200566524331,0.092310691557329,0.443660086985614,0.337437269989963,0.276012044161927,0.228805620608899,0.193174974907996,0.166109066577451,0.0923172971685328,0.290448819860585,0.17736741266153,0.117402470343647,0.079002079002079,0.056092291386409,0.0412131588602177,0.0923119207603226,0.256978653530378,0.165733691595761,0.105314226003881,0.0666517390655322,0.0393715479922376,0.0220928496790566
0.0975850535245282,0.451150509241796,0.345358526799492,0.284112341826412,0.237166077980865,0.200576111930318,0.171084667878331,0.0975863854466957,0.250961823024563,0.144886483744134,0.0843867585507124,0.0524246395806029,0.0323003424512747,0.0193210163615609,0.0975850535245282,0.457912345265975,0.352459016393443,0.291903646704583,0.245433255269321,0.208966209434594,0.179491468718635,0.0975922111432808,0.290448819860585,0.188455423749541,0.128653540418246,0.0879703232644409,0.0631038278097102,0.0469609881374587,0.0975863854466957,0.266980146290491,0.175921779370055,0.114718614718615,0.0745633676668159,0.0455665024630542,0.0271682340647858
0.103160777053338,0.463735811529097,0.360481464970337,0.299612496142108,0.25273481705017,0.217516546071808,0.186790576454854,0.103162219419924,0.261404473005538,0.154694964697924,0.094152961569357,0.059485054749926,0.03885342239885,0.0238447554221452,0.103160777053338,0.470424891267983,0.367413850786216,0.307159585145534,0.260856473737036,0.225828036132486,0.195115423218468,0.103168528195181,0.307773837185602,0.203823733235498,0.14153520035873,0.0986914516326281,0.0717867188455424,0.0537687008275244,0.103162219419924,0.277914614121511,0.185885953127332,0.124272279444693,0.0833706523361696,0.0528810270189581,0.0323555754590237
0.109055081058838,0.475600973903501,0.376358835430884,0.313603785878399,0.267686293336991,0.233016700387504,0.203593841089126,0.109056642142544,0.272058512662242,0.163446497273073,0.102566270663341,0.0679829197142012,0.0457870037627362,0.030101889823701,0.109055081058838,0.482234861157578,0.383138173302108,0.320876547340248,0.27547674807628,0.241083974573436,0.211709601873536,0.109063470181377,0.325261913497208,0.219558925441278,0.155109860992214,0.110635522400228,0.0813256695609637,0.0613101789572378,0.109056642142544,0.289184952978056,0.196335273921481,0.134385729213315,0.0922152560083595,0.0606806986117331,0.0381027018958053
0.115286168294376,0.489832310277425,0.390418709920785,0.327800829875519,0.283152155275882,0.24800246905113,0.218819656390384,0.115287856952695,0.283684944827295,0.174438760410942,0.112374751617131,0.0760580053270198,0.0522978057751659,0.0358094110683634,0.115286168294376,0.496487119437939,0.396922047507528,0.334861157577785,0.29073268651723,0.255804616928739,0.226865172298428,0.115295242997949,0.358648241001182,0.236557824793119,0.169540581305287,0.122457298927887,0.0904162080632669,0.0689739513268925,0.115287856952695,0.301724137931034,0.206896551724138,0.145432154052844,0.102813852813853,0.0698984923122854,0.0448201224063293
0.121873281565197,0.50354926099928,0.405713109975652,0.343506738452042,0.297109152635369,0.263914131888481,0.234525564966908,0.121875107280239,0.294465818289435,0.185304189743373,0.122563733987232,0.0863315435674122,0.0606265589988585,0.0426161586268127,0.121873281565197,0.510070257611241,0.412044161927066,0.3502843760455,0.304550016728003,0.27152893944463,0.242355302776848,0.12188309280687,0.373935020993845,0.250825486119604,0.182870653458889,0.13436060494884,0.101381924911337,0.0790836084953732,0.121875107280239,0.313479623824451,0.216524854455889,0.155918793849828,0.113001940588147,0.0794521570383639,0.0527690700104493
0.128836763153958,0.51582593189534,0.421213264291348,0.359384108912589,0.312506429820651,0.277356743595899,0.248756901340832,0.128838736074906,0.307402866444003,0.194351667864541,0.132625882551896,0.0963936921320763,0.0700122606011922,0.0490846827040967,0.128836763153958,0.522281699565072,0.427367012378722,0.366042154566745,0.319739043158247,0.284810973569756,0.256440281030445,0.128847365475715,0.388161917573682,0.269862622803799,0.199095022624434,0.147894500835677,0.112673759732583,0.0893155599037952,0.128838736074906,0.327026421854008,0.228504254366323,0.166965218689357,0.124160322436185,0.0901253918495298,0.0620988207195104
0.136198117641637,0.527108123864065,0.432941257158534,0.374678508967457,0.327423613730668,0.290765062926511,0.262851068207537,0.136200248630022,0.32025535872828,0.20602037796474,0.143618145689764,0.108062402232275,0.0796939077495455,0.0588508857227413,0.136198117641637,0.533456005352961,0.439076614252258,0.38113081298093,0.334493141518903,0.298159919705587,0.270357979257277,0.13620956941369,0.405160816925523,0.286127756715992,0.216705393175981,0.161509926215809,0.125596184419714,0.100403570991806,0.136200248630022,0.340461262875056,0.241230034333483,0.177601134497686,0.135094790267204,0.101880877742947,0.0733691595760561
0.14398007831785,0.537533006412674,0.445732313706663,0.389115599602208,0.343335276568019,0.306368094372621,0.276602311306197,0.143982378995823,0.333995687650615,0.217477698389211,0.153553460448992,0.118589608083541,0.0908552826279964,0.0687016446116772,0.14398007831785,0.543927735028438,0.451656072264972,0.395416527266644,0.350150552024088,0.313583138173302,0.284041485446638,0.143992441998044,0.432636256165668,0.305042599160246,0.232236761648526,0.177978883861237,0.139863845746199,0.111654641066406,0.143982378995823,0.355650097029407,0.253619943275116,0.189729810419466,0.146439767129422,0.113300492610837,0.0851992834751455
0.152206677385656,0.549192414526251,0.457974692225918,0.404409999657076,0.358321045231645,0.321250985905833,0.291107986694558,0.152209160187444,0.34803196211897,0.229146408489409,0.164714835327443,0.130850209275779,0.103538663171691,0.0801589650361476,0.152206677385656,0.555871528939445,0.463867514218802,0.410438273670124,0.364871194379391,0.32813650050184,0.298293743726999,0.152220019796026,0.445477151359504,0.324161265337736,0.250621662386368,0.196526843585667,0.155884391178509,0.126819126819127,0.152209160187444,0.371361397223466,0.266644275264965,0.200962830273175,0.158307210031348,0.124981340498582,0.0963949843260188
0.160903320177656,0.560851822639827,0.469496930832276,0.417852611364494,0.373478275779294,0.335550907033366,0.304859229793217,0.160905998404424,0.364520356825773,0.240941952395045,0.176214433687059,0.142772586986852,0.115249651207035,0.0909821164334334,0.160903320177656,0.567514218802275,0.475443292070927,0.423787219805955,0.379859484777518,0.342221478755437,0.311809969889595,0.160917712799241,0.456891280420692,0.344828991887815,0.269251151604093,0.214626391096979,0.173127879010232,0.14251355427826,0.160905998404424,0.389461113599045,0.279892521271832,0.213502015226153,0.169241677862368,0.13781907747425,0.110165696372593
0.170096863612591,0.571996845101334,0.482082233119578,0.429271972840438,0.387949658790851,0.350330921436165,0.318850519529509,0.170099751490911,0.380205470764808,0.251722825857185,0.186361138122014,0.153976239800448,0.128144421426458,0.103115883820234,0.170096863612591,0.578688524590164,0.488156574105052,0.435162261625962,0.394245567079291,0.357042489126798,0.325828036132486,0.170112382899684,0.478211242917125,0.363703069585423,0.286453874689169,0.232766703354939,0.190249072602014,0.159308629896865,0.170099751490911,0.406777130915062,0.293290043290043,0.226899537244365,0.180773249738767,0.149387968353486,0.12311539035677
0.179815699134703,0.584239223620589,0.495216213435753,0.440999965707623,0.401906656150338,0.364768012070917,0.332670347381777,0.179818811878887,0.400921658986175,0.263306980087093,0.196127341140659,0.164757113262588,0.14103919164588,0.116391155455968,0.179815699134703,0.590833054533289,0.50123787219806,0.446804951488792,0.407895617263299,0.371160923385748,0.339444630311141,0.179832426849812,0.496025437201908,0.383025559496148,0.305531776120011,0.252782193958665,0.207981737393502,0.174310056662998,0.179818811878887,0.429280489625317,0.305717271234513,0.240520973279594,0.192789968652038,0.16226302433199,0.136662188386326
