"C.m_SCL_cases.eps","C.m_SCL_cases.m1","C.m_SCL_cases.m2","C.m_SCL_cases.m3","C.m_CL_cases.eps","C.m_CL_cases.m1","C.m_CL_cases.m2","C.m_CL_cases.m3","C.m_SCL_cases_icovid.eps","C.m_SCL_cases_icovid.m1","C.m_SCL_cases_icovid.m2","C.m_SCL_cases_icovid.m3","C.m_SCL_deaths.eps","C.m_SCL_deaths.m1","C.m_SCL_deaths.m2","C.m_SCL_deaths.m3","C.m_CL_deaths.eps","C.m_CL_deaths.m1","C.m_CL_deaths.m2","C.m_CL_deaths.m3","C.m_CL_deaths.m4"
0.0845373851889121,0.436120880146899,0.332544894338801,0.265662444368367,0.0845385390256243,0.258548009367682,0.137203077952492,0.0672465707594513,0.0845373851889121,0.442758998054475,0.339828550583658,0.273559095330739,0.0845435857939399,0.276255456512967,0.173838083709328,0.112358314075052,0.0897275667686349,0.266207920124131,0.16791472711327,0.104364838426769,0.0634149632328139
0.0890552971753772,0.447822974697333,0.345771995891818,0.281783946967103,0.0890565423228904,0.267915690866511,0.147273335563734,0.076078956172633,0.0890552971753772,0.454280155642023,0.352808852140078,0.289457684824903,0.0890619884805421,0.295733832214519,0.18631011334874,0.122225890466234,0.0946603237798549,0.275888821426162,0.178809957498482,0.113607232004318,0.0716791472711327
0.0938146588905254,0.460334256636893,0.358283277831378,0.297936572157729,0.0938160018131471,0.27728337236534,0.157209769153563,0.0848109735697558,0.0938146588905254,0.466652480544747,0.365089980544747,0.305386673151751,0.0938218756351448,0.315909174278273,0.201900150398004,0.133744176662632,0.0998642582297151,0.286581663630844,0.190042501517911,0.123827835121096,0.0801457194899818
0.0988283740765403,0.473530235598021,0.371417011608727,0.31265755812144,0.0988298216687238,0.28802275008364,0.167179658748745,0.0947139511542322,0.0988283740765403,0.479784776264591,0.378039883268482,0.319947714007782,0.0988361533115748,0.333370015773449,0.214922416639155,0.145665969700304,0.105354278049634,0.298117789921069,0.200128179181003,0.133272616879174,0.0890507994333131
0.104110036087324,0.484672123494445,0.385857894245433,0.326475988920357,0.104111595701182,0.299063231850117,0.177584476413516,0.104951488792238,0.104110036087324,0.490849951361868,0.392296935797665,0.333505593385214,0.10411841732324,0.351124316789553,0.230732548329115,0.159458567183889,0.111146110731906,0.310227349389462,0.210854752749106,0.144606354988869,0.0994737907306213
0.109673964743257,0.495814011390869,0.399707447636239,0.339360741962591,0.109675644217788,0.309869521579123,0.18859150217464,0.11559049849448,0.109673964743257,0.502006322957198,0.406006809338521,0.346121108949416,0.109682990107091,0.368144969003338,0.244745240453395,0.173948131029676,0.117256348384916,0.322033326587061,0.221716251770897,0.155906361735141,0.110065438845038
0.115535245155579,0.50826304814665,0.412996794373035,0.352152127229156,0.11553705284771,0.322348611575778,0.201003680160589,0.127902308464369,0.115535245155579,0.514439445525292,0.419078307392996,0.358736624513619,0.115544959557764,0.383918418253182,0.262976413191005,0.189758262719636,0.123702495265251,0.334480199689671,0.233454766241651,0.167543682115631,0.121196788774202
0.121709768625652,0.521023310821325,0.427064205907068,0.366250661355078,0.121711713443207,0.334560053529609,0.213348946135831,0.140247574439612,0.121709768625652,0.527085359922179,0.432970573929961,0.372598492217899,0.121720219937204,0.399104948461172,0.277172517515865,0.202890576281134,0.130503017922892,0.348816029143898,0.245227012075828,0.179214733859543,0.132867840518114
0.128214275729994,0.532071830942081,0.441038249665432,0.380784911767452,0.128216367166707,0.347273335563734,0.224657075945132,0.15332887253262,0.128214275729994,0.538089737354086,0.446802042801556,0.387037937743191,0.128225514970686,0.413484464986611,0.295733832214519,0.219104214812369,0.137677398103115,0.36247723132969,0.258314781083451,0.190750860149767,0.144943668623086
0.135066401707891,0.542248918489932,0.452086769786188,0.395443652547384,0.135068649880595,0.360990297758448,0.237504182000669,0.167213114754098,0.135066401707891,0.548151750972763,0.457776021400778,0.401507782101167,0.135078483246087,0.429808150838194,0.312644437107956,0.238692637834269,0.145246188556675,0.378364703501316,0.271807326452135,0.202961613708426,0.156817108547527
