"mutual_SCL_casos","mutual_SCL_casos","mutual_SCL_muertes","mutual_CL_muertes"
2.00915465700564,2.04921118548808,0.73926511303742,2.41998624280159
1.13507665812762,1.26439687209041,0.317267864345036,1.3553382737494
1.04843171998165,1.20390817397378,0.279110071433698,1.34623857650458
1.01095236829068,1.21623944598057,0.25254705096586,1.34750010954368
0.975230493527389,1.21028301775189,0.237870225641657,1.30881099339716
0.992249030904811,1.13183419856849,0.235649063003355,1.24536058594706
0.994728823209404,1.10466186836442,0.29912760920184,1.22383645599178
1.06407810652054,1.14749750620732,0.306899249673301,1.26299401333144
0.946686289154691,1.06407808407519,0.252458293456515,1.20186061896182
0.892933119746406,1.02790548154748,0.192074234811047,1.2036750209478
0.90863474209272,1.0140774477628,0.209957277642631,1.2082420614422
0.866086710150346,1.04215936543891,0.182776514528454,1.1639107420957
0.851104546579316,0.974905321584508,0.19641707537784,1.16074649849395
0.956983503574572,0.975670476463384,0.170640704792804,1.18399832963076
0.962520375750282,1.03968678957411,0.24058085498341,1.160105795227
0.925661600032987,0.924546828334723,0.195955542496205,1.11943191771558
0.831694284339968,0.956086278086601,0.160573974044425,1.15124074723192
0.822320750090589,0.951282251534128,0.154358318232355,1.15387209548937
0.837486639960734,0.965542815306909,0.158074685700844,1.08020067567081
0.8759569262051,0.865391012190087,0.15039040382559,1.11654676206416
0.855319054716886,0.912808747936686,0.172650057268032,1.10508529009533
0.889510798037541,0.927064387301493,0.203945522929792,1.09093952210137
0.795069829923295,0.897713083027267,0.17198280349577,1.04995180795993
0.767471153811938,0.878477158511695,0.138119898218664,1.06828778854472
0.718193292627029,0.844247308760474,0.114555528241605,1.03553961522826
0.73088176274341,0.907014155248801,0.103003891252857,1.03602745368597
0.714111363256834,0.818141305230589,0.121627913613215,1.01199545502111
0.736208571116243,0.842913017460373,0.1179228452241,0.995163484138326
0.797854912129107,0.865162984652037,0.149637508065132,1.01023987771231
0.739409609651129,0.80790309717006,0.109297380935613,0.990605462261439
0.664377782351986,0.793749669059076,0.0769237634812316,1.01274905189992
0.679478327067771,0.859697389307117,0.0607390805835031,0.977569103116285
0.670784570184969,0.827829918253123,0.0451872063173897,0.937505659156517
0.709191492255506,0.799743657979019,0.0816777625540799,0.98396370988393
0.737083018350611,0.814934780359486,0.0830336297197607,0.940120618317387
0.743401931203357,0.799086890276806,0.0744786275361833,0.943196202130618
0.71525732446126,0.795087084980658,0.0670422678825657,0.968970485917057
0.644564839034349,0.804346494637858,0.0605657992251651,0.939146835695532
0.669677456206992,0.791192651445673,0.0480316963992815,0.946459674778557
0.633969932885585,0.810170533717457,0.0625625463121187,0.896879519541653
0.675920279409977,0.794582804375631,0.0723796037343012,0.95449421722984
