"mutual_NY_deaths","mutual_LA_deaths","mutual_NY_deaths","mutual_LA_deaths"
1.54357407332302,2.27037167807946,1.06027333005838,2.34838912217828
0.918495778142634,1.00237561135879,0.643627028889546,0.687532413716753
0.901331318027317,0.928649278186826,0.620069028160789,0.603015579539627
0.837604749877925,0.887055337936622,0.628029387557433,0.55481393788186
0.775847090361222,0.858322910134884,0.582514848069158,0.570901428393414
0.810549292535352,0.858055896930908,0.571548903827514,0.654839437183355
0.781918237540418,0.88736903446185,0.568412355308018,0.659238661636191
0.84357955063408,0.937288009637675,0.535994081031929,0.762110478901631
0.725027210176051,0.866399020041743,0.529757543551044,0.603569149831775
0.711432626375245,0.831512397591192,0.502351726568903,0.560227673291729
0.646737286557774,0.776258736176413,0.51584733135936,0.537680923578534
0.630634070091084,0.778866419986224,0.486166736202115,0.561583978085848
0.641540190892901,0.793442711205737,0.484020379060969,0.553631321297876
0.594198259349526,0.814277938442113,0.500223038506274,0.60264383129686
0.674617292926104,0.802587651832349,0.468654250734338,0.636477537371302
0.596405849809672,0.732689147387762,0.435246995087887,0.536949617234531
0.595888598718983,0.729464892126879,0.415650461106434,0.529121924275278
0.562092464942693,0.742589183146376,0.405986044130974,0.476158278395212
0.548193914273814,0.739740461023677,0.373178387272313,0.463376500665821
0.589064214980655,0.684323738675284,0.388107766371462,0.449280815829507
0.599227672119908,0.697590552065103,0.36678770574479,0.492869142602181
0.605761918483638,0.765108573483852,0.339009471651036,0.591280979196435
0.578936587928432,0.724046733764855,0.328624943318581,0.501726804750336
0.569040021973636,0.687350857299997,0.352250516061847,0.426253181517457
0.570500698926859,0.667899110920328,0.361657139390837,0.386726257028561
0.567440618950088,0.651006033019262,0.39933842697688,0.409125138880622
0.590282700189458,0.581399132857898,0.379005939380327,0.434100389008435
0.597491531002091,0.641985097612057,0.405157053923959,0.415398385403802
0.61304613016654,0.659990877162404,0.400761407905907,0.426207773204956
0.595268681332777,0.612997911327728,0.415420113261251,0.347477827809956
0.589137580127889,0.575893077686883,0.410124494536926,0.377416595840787
0.599072515461065,0.5753149920544,0.398303189302997,0.412499398886102
0.619968458415606,0.552689527243784,0.46687000252769,0.312772382108424
0.624787928194072,0.554155689580061,0.496134796582884,0.365674977918583
0.651731874017418,0.57927732397543,0.436341621915736,0.317843303081079
0.68865135173977,0.55107321006313,0.464892682802336,0.378734693526667
0.643501276117164,0.490231969768704,0.466912261572388,0.312927033740333
0.639082026324386,0.479269127464038,0.512329512217623,0.296427229897374
0.630191124272029,0.541783184162974,0.501179939777058,0.288967442729458
0.656005230999569,0.53468133015542,0.514041596342331,0.308860536074155
0.691675652313421,0.50419566712841,0.517852072039271,0.261722062958465
