"mutual_NY_cases","mutual_NY_deaths"
1.76758355009506,1.48997377219148
1.00569055194477,1.12484832321315
0.898677497793459,1.06568039059755
0.843917896126658,1.06961027863109
0.840583266107895,1.04379789257464
0.838250586333929,1.06482422347724
0.907657348308369,1.01138850846943
0.971996813510369,0.9777751172586
0.850852106790677,0.991825421460749
0.76662107239184,0.945402093439505
0.762449768078598,0.934626818454471
0.726582433137386,0.94192860053085
0.731777280807815,0.914022487817151
0.76374585656292,0.909985760636471
0.846532001486777,0.885970003095431
0.755176424273524,0.851517509755909
0.733521187286438,0.855719767538765
0.719802336506858,0.848285913234589
0.734423178207143,0.821131302735657
0.75421689790391,0.805235221206219
0.830197869122986,0.811918966584937
0.893557798760659,0.795492656467661
0.829701155648264,0.82991524423163
0.80075693377868,0.856317617900864
0.826900480724128,0.85321003641883
0.819200651085273,0.86276676537816
0.822265257256005,0.900005887825922
0.886802846708879,0.891179760845282
0.944878258097634,0.933595188793823
0.91398984356228,0.909111476945011
0.866089882122846,0.927019291078615
0.864823555271079,0.960162081308136
0.901679806874758,0.976683143166842
0.92315679947454,0.9532352459691
1.00285789427433,0.98364894487333
1.00232890216549,0.944727256636591
0.978871881626087,0.99689169172935
0.915334375369121,0.967279019365647
0.945490110881014,0.945607587493772
1.00433276614388,0.962622688349006
0.998875278705225,0.957205887824939
